"","AR","beta_catenin","Caspase8","Caspase9","EGF","EGFR","HSP27","IGF_1","IGF1_R","IL6","IL6R","Jak","MEK","mTOR","MYC","NFkB","p53","PI3K","Rac","RAS","RPS6","Stat3","TNFa","TNFR","AKT","Cell_cycle","ERK1_2","GSK3","IKK","JNK","p38"
"ESS-1",0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,NA,0,NA,1,0,NA
"ETK-1",1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,NA,NA,NA,0,0,NA
"EVSA-T",1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"EW-1",1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,NA,NA,NA,0,NA,NA,0
"EW-11",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,NA,NA,0,NA,NA,NA
"EW-12",1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,NA,NA,1,0,NA,0,0
"EW-13",0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,1,0,NA,NA,0
"EW-16",1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,0,NA,NA,NA
"EW-18",0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,NA,NA,1,1,NA,NA,0
"EW-22",1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,NA,1,0,NA,NA,0
"EW-24",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,0,0
"EW-3",1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,NA,NA,1,1,NA,NA,0
"EW-7",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,NA,0,0
"FADU",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,0,NA
"FTC-133",0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,1
"G-361",1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,NA,1,NA,0,0,0
"G-401",0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,NA,NA,1,0,0,0
"GAK",1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,NA,NA,NA,0,NA,0
"GAMG",0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,NA,NA,NA,NA,0,0
"GCIY",1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,NA,NA,NA,1,NA,0,0
"GCT",1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,0,NA,0
"GI-1",0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,0
"GI-ME-N",1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,NA,NA,1,NA,NA,NA,0
"GMS-10",1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,NA,1,NA,NA,0,NA
"GOTO",1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"GP5d",1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,NA,NA,1,NA,NA,0,NA
"GR-ST",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,NA,NA,NA,1,0,0
"GT3TKB",0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,0
"H-EMC-SS",0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,NA,NA,1,NA,0,0,0
"H4",1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,NA,NA,NA,0,NA,0
"H9",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,1,0,0,0
"HC-1",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,NA,NA,0,NA,1,NA,0
"HCC1143",0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,NA,1,NA,1,NA,0
"HCC1187",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"HCC1395",0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,NA,NA,NA,0,NA,0
"HCC1419",1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,NA,NA,1,NA,0,NA,NA
"HCC1599",1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,0
"HCC1806",1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,NA,1,NA,0,0,1
"HCC1937",0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,0
"HCC1954",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,NA,NA,1,NA,NA,NA,NA
"HCC2157",0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,1,NA,NA,0,NA
"HCC2218",1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"HCC2998",0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,NA
"HCC38",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,NA,NA,1,NA,0,NA,0
"HCC70",1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,NA,NA,1,NA,0,NA,NA
"HCE-4",1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,0,0
"HCT-116",0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,NA,NA,1,NA,1,NA,0
"HCT-15",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,NA
"HD-MY-Z",0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,NA,1,0,NA,0,0
"HDLM-2",1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,NA,1,0,NA,NA,0
"HEC-1",0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,NA,NA,NA,NA,NA,0,0
"HEL",0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,NA,NA,0,NA,NA,0,NA
"HGC-27",1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,1,NA,1,NA,0
"HH",1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,NA,NA,NA,1,NA,0
"HL-60",0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,NA,NA,NA,NA,NA,0,NA
"HLE",1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,0,0,0
"HMV-II",0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,NA,1,NA,0,0,0
"HN",1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,NA,1,1,0,NA,NA
"HO-1-N-1",1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,NA,1,NA,0,NA,NA
"HOP-62",1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"HOP-92",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,NA,NA,1,0,0,0,NA
"HOS",1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,NA,0,NA,NA,0,0
"HPAF-II",0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,NA,NA,NA,NA,0,0,NA
"Hs-578-T",0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,NA,1,NA,NA,0,0
"HSC-2",0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,0
"HSC-3",0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,NA,NA,NA,0,NA,0
"HSC-4",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,NA,NA,NA,0,NA,NA
"HT",0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,0,0
"HT-1080",1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,1,NA,NA,0,0
"HT-1197",0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,0
"HT-1376",0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,NA,NA,1,NA,NA,NA,0
"HT-144",1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,0,NA,0
"HT-29",1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,NA,NA,1,1,NA,NA,NA
"HT-3",0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,NA,NA,NA,NA,0,NA,1
"HT55",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,0,0
"HTC-C3",1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,NA,1,NA,NA,0,0
"HuCCT1",0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,NA,NA,NA,1,0,0
"HuH-7",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,NA,NA,NA,NA,0,NA,0
"HuO-3N1",1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,NA,NA,NA,NA,NA,0
"HuO9",1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,NA,1,0,0,NA,0
"HuP-T3",0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"HuP-T4",0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0
"HUTU-80",1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,0,0
"IA-LM",0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,NA,NA,NA,NA,0,NA
"IGR-1",1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,0,0,0
"IGROV-1",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0
"IM-9",0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,NA,NA,0,1,NA,0
"IMR-5",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,NA,0
"IPC-298",0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,NA,1,NA,NA,NA,0
"IST-MEL1",1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,NA,1,NA,NA,0
"IST-MES1",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,0,0
"IST-SL1",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,1,0,NA,NA
"IST-SL2",0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,1,NA,NA,NA,NA
"J-RT3-T3-5",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,NA,NA,NA,1,NA,0
"J82",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,1,NA,NA,NA,NA
"JAR",0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,0,0
"JEG-3",0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"JiyoyeP-2003",0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,NA,NA,NA,1,NA,0
"JVM-2",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0
"JVM-3",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,NA,NA,NA,0,1,NA,0
"K5",1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,NA,1,NA,0,0,NA
"KALS-1",1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"KARPAS-299",0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,NA,1,NA,NA,0,NA
"KARPAS-422",0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,NA
"KARPAS-45",1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,NA,1,NA,1,NA,NA
"KASUMI-1",1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,NA,NA,0,0,1,NA,NA
"KE-37",1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA
"KGN",1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,NA,NA,NA,0,NA,NA,0
"KINGS-1",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,NA,1,NA,NA,NA,0
"KM-H2",1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,NA,1,0,1,NA,0
"KM12",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,NA,NA,0,1,NA,NA,0
"KMOE-2",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,NA,NA,0,NA,1,NA,NA
"KNS-42",1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,NA,NA,1,0,1,NA,0
"KNS-62",0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,1,NA,NA,0,NA
"KNS-81-FD",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,NA,NA,0,0,NA,0,0
"KOSC-2",1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,NA,NA,1,NA,0,NA,0
"KP-4",0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,NA,NA,NA,1,NA,0
"KP-N-RT-BM-1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,NA,NA,1,NA,NA,0
"KP-N-YN",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,NA,NA,NA,0,NA,0
"KP-N-YS",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,0,0,NA,NA,0
"KS-1",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,NA,1,NA,NA,0,0
"KU-19-19",0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,1,NA,0,NA,NA
"KURAMOCHI",0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,NA,NA,NA,NA,0,0,0
"KY821",0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA
"KYSE-140",0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,NA,1,NA,NA,NA,0
"KYSE-150",0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"KYSE-270",1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"KYSE-410",1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"KYSE-450",1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,NA,NA,1,NA,0,0,0
"KYSE-510",1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,0,0
"KYSE-520",1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,NA,1,NA,0,0,0
"KYSE-70",0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,0,0
"L-363",1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,NA,NA,NA,1,1,NA,0
"L-428",1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,NA,1,1,NA,NA,0
"L-540",0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,0,0,0
"LAMA-84",0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"LAN-6",1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,NA,NA,1,NA,1,NA,0
"LB1047-RCC",1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,NA,NA,NA,0,NA,NA,0
"LB2241-RCC",1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,NA,NA,NA,0,0,0
"LB2518-MEL",1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,NA,1,NA,NA,0,0
"LB373-MEL-D",1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,NA,1,NA,NA,0,0
"LB647-SCLC",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,NA,0,NA,0
"LB771-HNC",1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,NA,1,NA,0,NA,0
"LB831-BLC",1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,NA,NA,NA,NA,0,0,NA
"LB996-RCC",1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,NA,NA,0,NA,NA,0
"LC-1F",1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,NA,NA,NA,NA,1,NA,0
"LC4-1",0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,NA,NA,0,NA,0,NA
"LCLC-103H",0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,NA,NA,NA,0,0,0
"LCLC-97TM1",0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,1,NA,0,NA
"LK-2",0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,NA,0,NA,NA,NA,0
"LN-405",1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,NA,1,0,NA,0,0
"LNCaP-Clone-FGC",1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,0,0
"LOUCY",1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,NA,NA,0,NA,NA,NA,NA
"LoVo",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,0,0,NA
"LOXIMVI",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,0,NA,NA,NA,NA
"LS-1034",0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA
"LS-123",0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,NA,NA,1,NA,0,0,0
